art_id,ann,criteriaID,annotation
57,Ann. 2,NegTarg2,[]
57,Ann. 1,LedePres,2.0
57,Ann. 1,HeadAcc1,3.0
57,Ann. 2,HeadAcc1,3.0
57,Ann. 2,NegTarg1,1.0
57,Ann. 2,SensLang,4.0
57,Ann. 1,SensLang,4.0
57,Ann. 2,LedePres,2.0
57,Ann. 2,Type,1.0
57,Ann. 2,ArtBias,3.0
57,Ann. 1,ArtBias,4.0
57,Ann. 1,Type,1.0
58,Ann. 2,NegTarg2,[]
58,Ann. 3,NegTarg2,[]
58,Ann. 3,NegTarg1,1.0
58,Ann. 2,LedePres,1.0
58,Ann. 2,NegTarg1,1.0
58,Ann. 3,HeadAcc1,4.0
58,Ann. 2,HeadAcc1,4.0
58,Ann. 3,Type,1.0
58,Ann. 2,SensLang,4.0
58,Ann. 3,ArtBias,4.0
58,Ann. 2,ArtBias,4.0
58,Ann. 3,LedePres,1.0
58,Ann. 3,SensLang,4.0
58,Ann. 2,Type,1.0
59,Ann. 1,NegTarg1,2.0
59,Ann. 3,NegTarg1,2.0
59,Ann. 1,SensLang,2.0
59,Ann. 3,NegTarg2,['3']
59,Ann. 1,LedePres,1.0
59,Ann. 3,ArtBias,2.0
59,Ann. 3,LedePres,1.0
59,Ann. 3,Type,2.0
59,Ann. 1,NegTarg2,['3']
59,Ann. 1,ArtBias,2.0
59,Ann. 1,Type,2.0
59,Ann. 3,HeadAcc1,3.0
59,Ann. 3,SensLang,3.0
59,Ann. 1,HeadAcc1,2.0
60,Ann. 1,NegTarg1,1.0
60,Ann. 2,ArtBias,4.0
60,Ann. 2,LedePres,2.0
60,Ann. 2,HeadAcc1,4.0
60,Ann. 2,Type,1.0
60,Ann. 1,Type,1.0
60,Ann. 1,HeadAcc1,4.0
60,Ann. 1,ArtBias,4.0
60,Ann. 2,NegTarg1,1.0
60,Ann. 2,SensLang,4.0
60,Ann. 1,LedePres,2.0
60,Ann. 1,SensLang,4.0
60,Ann. 1,NegTarg2,[]
60,Ann. 2,NegTarg2,[]
61,Ann. 1,NegTarg1,1.0
61,Ann. 1,HeadAcc1,3.0
61,Ann. 3,HeadAcc1,4.0
61,Ann. 3,ArtBias,4.0
61,Ann. 1,Type,1.0
61,Ann. 1,NegTarg2,[]
61,Ann. 3,NegTarg2,[]
61,Ann. 1,ArtBias,3.0
61,Ann. 1,SensLang,4.0
61,Ann. 3,Type,1.0
61,Ann. 3,SensLang,4.0
61,Ann. 3,NegTarg1,1.0
61,Ann. 1,LedePres,2.0
61,Ann. 3,LedePres,2.0
62,Ann. 3,NegTarg2,[]
62,Ann. 1,SensLang,4.0
62,Ann. 3,SensLang,3.0
62,Ann. 3,LedePres,1.0
62,Ann. 1,NegTarg2,[]
62,Ann. 1,HeadAcc1,2.0
62,Ann. 3,HeadAcc1,3.0
62,Ann. 1,LedePres,1.0
62,Ann. 3,NegTarg1,1.0
62,Ann. 1,NegTarg1,1.0
62,Ann. 3,Type,2.0
62,Ann. 1,Type,5.0
62,Ann. 1,ArtBias,3.0
62,Ann. 3,ArtBias,3.0
63,Ann. 3,ArtBias,4.0
63,Ann. 1,ArtBias,4.0
63,Ann. 1,NegTarg2,[]
63,Ann. 3,NegTarg2,[]
63,Ann. 1,NegTarg1,1.0
63,Ann. 3,NegTarg1,1.0
63,Ann. 1,LedePres,2.0
63,Ann. 3,LedePres,2.0
63,Ann. 1,SensLang,4.0
63,Ann. 3,Type,1.0
63,Ann. 1,Type,1.0
63,Ann. 1,HeadAcc1,4.0
63,Ann. 3,SensLang,4.0
63,Ann. 3,HeadAcc1,4.0
64,Ann. 2,HeadAcc1,2.0
64,Ann. 1,NegTarg1,2.0
64,Ann. 1,LedePres,1.0
64,Ann. 2,NegTarg1,2.0
64,Ann. 1,Type,3.0
64,Ann. 2,Type,3.0
64,Ann. 2,LedePres,1.0
64,Ann. 1,HeadAcc1,2.0
64,Ann. 2,NegTarg2,['4']
64,Ann. 1,SensLang,3.0
64,Ann. 2,SensLang,3.0
64,Ann. 2,ArtBias,2.0
64,Ann. 1,ArtBias,2.0
64,Ann. 1,NegTarg2,['4']
65,Ann. 1,SensLang,4.0
65,Ann. 3,SensLang,3.0
65,Ann. 1,ArtBias,4.0
65,Ann. 1,NegTarg1,1.0
65,Ann. 1,LedePres,1.0
65,Ann. 3,LedePres,1.0
65,Ann. 3,ArtBias,4.0
65,Ann. 1,HeadAcc1,4.0
65,Ann. 1,Type,1.0
65,Ann. 1,NegTarg2,[]
65,Ann. 3,NegTarg2,[]
65,Ann. 3,Type,1.0
65,Ann. 3,HeadAcc1,3.0
65,Ann. 3,NegTarg1,1.0
66,Ann. 1,ArtBias,4.0
66,Ann. 1,SensLang,4.0
66,Ann. 3,NegTarg2,[]
66,Ann. 1,NegTarg2,[]
66,Ann. 3,Type,1.0
66,Ann. 3,SensLang,4.0
66,Ann. 1,Type,1.0
66,Ann. 3,ArtBias,4.0
66,Ann. 3,NegTarg1,1.0
66,Ann. 1,NegTarg1,1.0
66,Ann. 1,LedePres,2.0
66,Ann. 1,HeadAcc1,3.0
66,Ann. 3,HeadAcc1,4.0
66,Ann. 3,LedePres,1.0
67,Ann. 2,ArtBias,4.0
67,Ann. 3,ArtBias,4.0
67,Ann. 2,NegTarg2,[]
67,Ann. 2,NegTarg1,1.0
67,Ann. 2,HeadAcc1,3.0
67,Ann. 3,HeadAcc1,4.0
67,Ann. 3,NegTarg1,1.0
67,Ann. 2,SensLang,4.0
67,Ann. 3,SensLang,3.0
67,Ann. 3,LedePres,2.0
67,Ann. 2,LedePres,2.0
67,Ann. 2,Type,1.0
67,Ann. 3,Type,1.0
67,Ann. 3,NegTarg2,[]
68,Ann. 3,NegTarg2,['4']
68,Ann. 1,NegTarg1,2.0
68,Ann. 1,NegTarg2,['4']
68,Ann. 3,NegTarg1,2.0
68,Ann. 3,HeadAcc1,3.0
68,Ann. 1,HeadAcc1,2.0
68,Ann. 3,LedePres,1.0
68,Ann. 1,LedePres,1.0
68,Ann. 1,Type,1.0
68,Ann. 3,Type,2.0
68,Ann. 3,SensLang,2.0
68,Ann. 1,SensLang,2.0
68,Ann. 1,ArtBias,3.0
68,Ann. 3,ArtBias,2.0
69,Ann. 2,Type,1.0
69,Ann. 3,NegTarg1,1.0
69,Ann. 3,NegTarg2,[]
69,Ann. 2,NegTarg2,['4']
69,Ann. 2,NegTarg1,2.0
69,Ann. 3,SensLang,3.0
69,Ann. 2,SensLang,3.0
69,Ann. 3,ArtBias,4.0
69,Ann. 3,Type,1.0
69,Ann. 2,ArtBias,4.0
69,Ann. 3,LedePres,1.0
69,Ann. 2,LedePres,2.0
69,Ann. 2,HeadAcc1,3.0
69,Ann. 3,HeadAcc1,3.0
70,Ann. 3,ArtBias,4.0
70,Ann. 2,ArtBias,4.0
70,Ann. 2,Type,1.0
70,Ann. 2,SensLang,4.0
70,Ann. 3,Type,1.0
70,Ann. 2,NegTarg2,[]
70,Ann. 3,NegTarg2,[]
70,Ann. 3,NegTarg1,1.0
70,Ann. 2,NegTarg1,1.0
70,Ann. 3,LedePres,1.0
70,Ann. 2,HeadAcc1,3.0
70,Ann. 3,HeadAcc1,4.0
70,Ann. 2,LedePres,1.0
70,Ann. 3,SensLang,4.0
71,Ann. 1,SensLang,3.0
71,Ann. 1,Type,1.0
71,Ann. 1,NegTarg2,['4']
71,Ann. 2,NegTarg2,['4']
71,Ann. 2,SensLang,3.0
71,Ann. 2,ArtBias,3.0
71,Ann. 2,NegTarg1,2.0
71,Ann. 1,NegTarg1,2.0
71,Ann. 1,HeadAcc1,4.0
71,Ann. 2,HeadAcc1,3.0
71,Ann. 1,LedePres,1.0
71,Ann. 2,Type,1.0
71,Ann. 1,ArtBias,3.0
71,Ann. 2,LedePres,1.0
72,Ann. 2,NegTarg1,2.0
72,Ann. 1,LedePres,1.0
72,Ann. 1,NegTarg1,2.0
72,Ann. 2,NegTarg2,['4']
72,Ann. 1,NegTarg2,['4']
72,Ann. 2,SensLang,2.0
72,Ann. 1,Type,2.0
72,Ann. 2,ArtBias,3.0
72,Ann. 1,ArtBias,3.0
72,Ann. 2,Type,2.0
72,Ann. 1,HeadAcc1,3.0
72,Ann. 2,HeadAcc1,3.0
72,Ann. 1,SensLang,2.0
72,Ann. 2,LedePres,1.0
73,Ann. 3,ArtBias,4.0
73,Ann. 2,NegTarg2,[]
73,Ann. 3,NegTarg2,[]
73,Ann. 3,NegTarg1,1.0
73,Ann. 2,Type,1.0
73,Ann. 2,ArtBias,4.0
73,Ann. 3,Type,1.0
73,Ann. 2,NegTarg1,1.0
73,Ann. 2,SensLang,4.0
73,Ann. 3,SensLang,4.0
73,Ann. 3,LedePres,1.0
73,Ann. 2,LedePres,1.0
73,Ann. 3,HeadAcc1,4.0
73,Ann. 2,HeadAcc1,4.0
74,Ann. 1,NegTarg1,1.0
74,Ann. 2,ArtBias,4.0
74,Ann. 1,ArtBias,4.0
74,Ann. 1,Type,1.0
74,Ann. 2,Type,1.0
74,Ann. 1,LedePres,1.0
74,Ann. 2,NegTarg1,1.0
74,Ann. 1,NegTarg2,['2']
74,Ann. 2,NegTarg2,[]
74,Ann. 1,SensLang,4.0
74,Ann. 2,SensLang,4.0
74,Ann. 1,HeadAcc1,3.0
74,Ann. 2,HeadAcc1,3.0
74,Ann. 2,LedePres,1.0
75,Ann. 3,Type,2.0
75,Ann. 1,Type,1.0
75,Ann. 3,SensLang,3.0
75,Ann. 3,LedePres,1.0
75,Ann. 1,SensLang,4.0
75,Ann. 1,HeadAcc1,4.0
75,Ann. 3,HeadAcc1,3.0
75,Ann. 1,NegTarg2,[]
75,Ann. 1,NegTarg1,1.0
75,Ann. 3,NegTarg2,[]
75,Ann. 3,NegTarg1,1.0
75,Ann. 1,LedePres,2.0
75,Ann. 1,ArtBias,4.0
75,Ann. 3,ArtBias,3.0
76,Ann. 1,SensLang,4.0
76,Ann. 1,LedePres,1.0
76,Ann. 1,NegTarg2,[]
76,Ann. 1,Type,2.0
76,Ann. 1,HeadAcc1,3.0
76,Ann. 1,ArtBias,3.0
76,Ann. 1,NegTarg1,1.0
77,Ann. 2,LedePres,1.0
77,Ann. 1,LedePres,1.0
77,Ann. 1,SensLang,4.0
77,Ann. 1,Type,3.0
77,Ann. 2,Type,3.0
77,Ann. 1,NegTarg1,1.0
77,Ann. 2,SensLang,3.0
77,Ann. 1,NegTarg2,[]
77,Ann. 2,HeadAcc1,2.0
77,Ann. 1,HeadAcc1,3.0
77,Ann. 2,NegTarg1,1.0
77,Ann. 1,ArtBias,4.0
77,Ann. 2,ArtBias,4.0
77,Ann. 2,NegTarg2,[]
78,Ann. 2,SensLang,4.0
78,Ann. 1,NegTarg1,1.0
78,Ann. 2,HeadAcc1,4.0
78,Ann. 1,HeadAcc1,3.0
78,Ann. 2,Type,1.0
78,Ann. 1,Type,1.0
78,Ann. 2,NegTarg1,1.0
78,Ann. 2,LedePres,1.0
78,Ann. 1,LedePres,1.0
78,Ann. 1,ArtBias,3.0
78,Ann. 2,ArtBias,4.0
78,Ann. 2,NegTarg2,[]
78,Ann. 1,NegTarg2,[]
78,Ann. 1,SensLang,4.0
79,Ann. 2,NegTarg1,
79,Ann. 2,LedePres,1.0
79,Ann. 3,SensLang,4.0
79,Ann. 2,SensLang,4.0
79,Ann. 2,Type,1.0
79,Ann. 3,Type,1.0
79,Ann. 3,NegTarg2,[]
79,Ann. 3,LedePres,2.0
79,Ann. 2,HeadAcc1,4.0
79,Ann. 3,NegTarg1,
79,Ann. 2,ArtBias,4.0
79,Ann. 3,ArtBias,4.0
79,Ann. 3,HeadAcc1,4.0
79,Ann. 2,NegTarg2,[]
80,Ann. 1,Type,1.0
80,Ann. 2,Type,1.0
80,Ann. 1,HeadAcc1,4.0
80,Ann. 1,SensLang,4.0
80,Ann. 1,LedePres,2.0
80,Ann. 2,LedePres,1.0
80,Ann. 2,HeadAcc1,3.0
80,Ann. 2,SensLang,4.0
80,Ann. 1,NegTarg2,[]
80,Ann. 2,NegTarg2,[]
80,Ann. 1,NegTarg1,1.0
80,Ann. 2,NegTarg1,1.0
80,Ann. 1,ArtBias,4.0
80,Ann. 2,ArtBias,4.0
81,Ann. 3,HeadAcc1,3.0
81,Ann. 1,HeadAcc1,4.0
81,Ann. 1,NegTarg1,1.0
81,Ann. 3,NegTarg1,1.0
81,Ann. 1,ArtBias,4.0
81,Ann. 3,ArtBias,4.0
81,Ann. 3,Type,1.0
81,Ann. 3,LedePres,1.0
81,Ann. 1,Type,1.0
81,Ann. 1,LedePres,1.0
81,Ann. 3,NegTarg2,[]
81,Ann. 3,SensLang,4.0
81,Ann. 1,NegTarg2,[]
81,Ann. 1,SensLang,4.0
82,Ann. 2,NegTarg2,[]
82,Ann. 1,NegTarg2,[]
82,Ann. 2,ArtBias,4.0
82,Ann. 1,ArtBias,4.0
82,Ann. 2,LedePres,1.0
82,Ann. 1,LedePres,1.0
82,Ann. 1,SensLang,4.0
82,Ann. 1,HeadAcc1,3.0
82,Ann. 2,SensLang,4.0
82,Ann. 1,NegTarg1,1.0
82,Ann. 2,NegTarg1,1.0
82,Ann. 2,Type,3.0
82,Ann. 1,Type,3.0
82,Ann. 2,HeadAcc1,2.0
83,Ann. 1,LedePres,1.0
83,Ann. 2,LedePres,1.0
83,Ann. 2,ArtBias,4.0
83,Ann. 2,Type,1.0
83,Ann. 1,HeadAcc1,3.0
83,Ann. 1,Type,1.0
83,Ann. 1,NegTarg1,1.0
83,Ann. 2,NegTarg1,1.0
83,Ann. 2,SensLang,3.0
83,Ann. 2,HeadAcc1,3.0
83,Ann. 1,NegTarg2,[]
83,Ann. 2,NegTarg2,[]
83,Ann. 1,ArtBias,4.0
83,Ann. 1,SensLang,4.0
84,Ann. 1,LedePres,1.0
84,Ann. 3,LedePres,1.0
84,Ann. 1,Type,3.0
84,Ann. 3,NegTarg2,[]
84,Ann. 1,NegTarg1,1.0
84,Ann. 3,NegTarg1,1.0
84,Ann. 1,NegTarg2,[]
84,Ann. 3,Type,3.0
84,Ann. 3,HeadAcc1,2.0
84,Ann. 1,SensLang,4.0
84,Ann. 3,SensLang,4.0
84,Ann. 3,ArtBias,4.0
84,Ann. 1,ArtBias,4.0
84,Ann. 1,HeadAcc1,3.0
85,Ann. 3,HeadAcc1,3.0
85,Ann. 1,SensLang,2.0
85,Ann. 1,HeadAcc1,3.0
85,Ann. 3,SensLang,4.0
85,Ann. 1,NegTarg2,[]
85,Ann. 3,NegTarg2,[]
85,Ann. 1,Type,1.0
85,Ann. 3,ArtBias,3.0
85,Ann. 1,LedePres,
85,Ann. 3,LedePres,1.0
85,Ann. 1,NegTarg1,1.0
85,Ann. 3,NegTarg1,1.0
85,Ann. 3,Type,1.0
85,Ann. 1,ArtBias,3.0
86,Ann. 1,Type,1.0
86,Ann. 2,SensLang,4.0
86,Ann. 1,SensLang,4.0
86,Ann. 1,HeadAcc1,4.0
86,Ann. 1,NegTarg2,[]
86,Ann. 1,LedePres,2.0
86,Ann. 2,HeadAcc1,2.0
86,Ann. 2,NegTarg2,[]
86,Ann. 2,LedePres,1.0
86,Ann. 2,Type,1.0
86,Ann. 2,NegTarg1,1.0
86,Ann. 1,NegTarg1,1.0
86,Ann. 1,ArtBias,4.0
86,Ann. 2,ArtBias,4.0
87,Ann. 2,NegTarg1,1.0
87,Ann. 2,LedePres,1.0
87,Ann. 1,NegTarg1,1.0
87,Ann. 2,SensLang,4.0
87,Ann. 1,LedePres,1.0
87,Ann. 1,SensLang,4.0
87,Ann. 2,HeadAcc1,4.0
87,Ann. 1,HeadAcc1,3.0
87,Ann. 2,Type,3.0
87,Ann. 1,NegTarg2,[]
87,Ann. 2,NegTarg2,[]
87,Ann. 1,Type,1.0
87,Ann. 2,ArtBias,4.0
87,Ann. 1,ArtBias,4.0
88,Ann. 3,SensLang,3.0
88,Ann. 3,NegTarg2,[]
88,Ann. 3,NegTarg1,1.0
88,Ann. 3,Type,5.0
88,Ann. 3,ArtBias,4.0
88,Ann. 3,LedePres,1.0
88,Ann. 3,HeadAcc1,3.0
89,Ann. 2,SensLang,4.0
89,Ann. 2,LedePres,2.0
89,Ann. 3,LedePres,1.0
89,Ann. 3,Type,1.0
89,Ann. 3,SensLang,4.0
89,Ann. 2,Type,1.0
89,Ann. 2,NegTarg2,[]
89,Ann. 3,NegTarg2,[]
89,Ann. 2,HeadAcc1,3.0
89,Ann. 3,NegTarg1,1.0
89,Ann. 2,NegTarg1,1.0
89,Ann. 3,HeadAcc1,3.0
89,Ann. 2,ArtBias,4.0
89,Ann. 3,ArtBias,4.0
90,Ann. 1,Type,1.0
90,Ann. 1,HeadAcc1,4.0
90,Ann. 1,NegTarg2,[]
90,Ann. 3,Type,1.0
90,Ann. 1,ArtBias,4.0
90,Ann. 3,HeadAcc1,4.0
90,Ann. 3,LedePres,2.0
90,Ann. 1,LedePres,2.0
90,Ann. 3,NegTarg2,[]
90,Ann. 3,ArtBias,4.0
90,Ann. 3,NegTarg1,1.0
90,Ann. 1,SensLang,4.0
90,Ann. 3,SensLang,4.0
90,Ann. 1,NegTarg1,1.0
91,Ann. 2,NegTarg2,[]
91,Ann. 2,NegTarg1,1.0
91,Ann. 2,LedePres,2.0
91,Ann. 1,NegTarg1,1.0
91,Ann. 1,Type,1.0
91,Ann. 2,Type,1.0
91,Ann. 2,ArtBias,4.0
91,Ann. 1,ArtBias,4.0
91,Ann. 1,LedePres,2.0
91,Ann. 1,SensLang,4.0
91,Ann. 2,SensLang,4.0
91,Ann. 1,HeadAcc1,3.0
91,Ann. 2,HeadAcc1,3.0
91,Ann. 1,NegTarg2,[]
92,Ann. 2,Type,1.0
92,Ann. 3,NegTarg1,1.0
92,Ann. 2,LedePres,1.0
92,Ann. 2,NegTarg1,1.0
92,Ann. 3,SensLang,4.0
92,Ann. 2,NegTarg2,[]
92,Ann. 3,Type,1.0
92,Ann. 3,NegTarg2,[]
92,Ann. 3,HeadAcc1,3.0
92,Ann. 3,ArtBias,4.0
92,Ann. 2,ArtBias,3.0
92,Ann. 2,HeadAcc1,2.0
92,Ann. 2,SensLang,4.0
92,Ann. 3,LedePres,1.0
93,Ann. 1,NegTarg1,2.0
93,Ann. 3,NegTarg1,2.0
93,Ann. 3,LedePres,1.0
93,Ann. 3,SensLang,2.0
93,Ann. 1,SensLang,2.0
93,Ann. 3,HeadAcc1,2.0
93,Ann. 1,ArtBias,2.0
93,Ann. 1,HeadAcc1,3.0
93,Ann. 3,Type,2.0
93,Ann. 3,ArtBias,1.0
93,Ann. 1,Type,2.0
93,Ann. 1,LedePres,1.0
93,Ann. 3,NegTarg2,['4']
93,Ann. 1,NegTarg2,['4']
94,Ann. 1,Type,2.0
94,Ann. 1,ArtBias,1.0
94,Ann. 3,ArtBias,1.0
94,Ann. 1,HeadAcc1,3.0
94,Ann. 1,LedePres,1.0
94,Ann. 3,HeadAcc1,2.0
94,Ann. 3,NegTarg2,['3']
94,Ann. 3,LedePres,1.0
94,Ann. 1,NegTarg1,2.0
94,Ann. 1,NegTarg2,['3']
94,Ann. 3,NegTarg1,2.0
94,Ann. 3,Type,1.0
94,Ann. 3,SensLang,1.0
94,Ann. 1,SensLang,1.0
95,Ann. 1,SensLang,4.0
95,Ann. 1,NegTarg1,1.0
95,Ann. 1,Type,5.0
95,Ann. 1,ArtBias,4.0
95,Ann. 1,LedePres,2.0
95,Ann. 1,NegTarg2,[]
95,Ann. 1,HeadAcc1,3.0
96,Ann. 3,Type,3.0
96,Ann. 2,ArtBias,4.0
96,Ann. 3,ArtBias,4.0
96,Ann. 2,Type,3.0
96,Ann. 3,NegTarg1,1.0
96,Ann. 2,NegTarg1,1.0
96,Ann. 2,LedePres,2.0
96,Ann. 3,LedePres,2.0
96,Ann. 3,SensLang,4.0
96,Ann. 2,SensLang,4.0
96,Ann. 2,NegTarg2,[]
96,Ann. 3,NegTarg2,[]
96,Ann. 3,HeadAcc1,4.0
96,Ann. 2,HeadAcc1,4.0
97,Ann. 3,NegTarg2,[]
97,Ann. 3,NegTarg1,1.0
97,Ann. 2,SensLang,2.0
97,Ann. 3,SensLang,2.0
97,Ann. 2,NegTarg2,[]
97,Ann. 3,LedePres,1.0
97,Ann. 2,LedePres,2.0
97,Ann. 3,ArtBias,3.0
97,Ann. 2,ArtBias,4.0
97,Ann. 2,Type,1.0
97,Ann. 3,Type,1.0
97,Ann. 3,HeadAcc1,3.0
97,Ann. 2,HeadAcc1,4.0
97,Ann. 2,NegTarg1,1.0
98,Ann. 3,LedePres,1.0
98,Ann. 1,LedePres,1.0
98,Ann. 3,ArtBias,4.0
98,Ann. 3,HeadAcc1,3.0
98,Ann. 1,ArtBias,4.0
98,Ann. 3,NegTarg1,1.0
98,Ann. 1,NegTarg1,1.0
98,Ann. 1,SensLang,3.0
98,Ann. 1,HeadAcc1,3.0
98,Ann. 3,SensLang,3.0
98,Ann. 1,Type,1.0
98,Ann. 3,Type,1.0
98,Ann. 3,NegTarg2,[]
98,Ann. 1,NegTarg2,[]
99,Ann. 1,HeadAcc1,2.0
99,Ann. 2,HeadAcc1,2.0
99,Ann. 1,SensLang,2.0
99,Ann. 2,NegTarg2,['4']
99,Ann. 2,NegTarg1,2.0
99,Ann. 1,NegTarg1,2.0
99,Ann. 2,SensLang,2.0
99,Ann. 1,LedePres,2.0
99,Ann. 1,Type,1.0
99,Ann. 2,LedePres,2.0
99,Ann. 1,ArtBias,3.0
99,Ann. 2,Type,1.0
99,Ann. 2,ArtBias,3.0
99,Ann. 1,NegTarg2,['4']
100,Ann. 3,NegTarg1,1.0
100,Ann. 2,LedePres,1.0
100,Ann. 3,SensLang,4.0
100,Ann. 3,LedePres,1.0
100,Ann. 3,ArtBias,4.0
100,Ann. 2,SensLang,4.0
100,Ann. 2,ArtBias,4.0
100,Ann. 3,NegTarg2,[]
100,Ann. 2,NegTarg1,1.0
100,Ann. 2,NegTarg2,[]
100,Ann. 3,HeadAcc1,2.0
100,Ann. 3,Type,3.0
100,Ann. 2,Type,3.0
100,Ann. 2,HeadAcc1,3.0
101,Ann. 1,Type,1.0
101,Ann. 3,NegTarg1,1.0
101,Ann. 3,SensLang,2.0
101,Ann. 1,NegTarg2,[]
101,Ann. 3,NegTarg2,[]
101,Ann. 1,NegTarg1,1.0
101,Ann. 3,Type,1.0
101,Ann. 3,LedePres,2.0
101,Ann. 1,HeadAcc1,3.0
101,Ann. 1,LedePres,2.0
101,Ann. 1,ArtBias,4.0
101,Ann. 3,ArtBias,3.0
101,Ann. 3,HeadAcc1,4.0
101,Ann. 1,SensLang,4.0
103,Ann. 1,ArtBias,2.0
103,Ann. 2,SensLang,3.0
103,Ann. 1,NegTarg2,['3']
103,Ann. 1,NegTarg1,2.0
103,Ann. 2,NegTarg2,['3']
103,Ann. 2,NegTarg1,2.0
103,Ann. 1,SensLang,2.0
103,Ann. 2,Type,1.0
103,Ann. 1,HeadAcc1,2.0
103,Ann. 1,LedePres,2.0
103,Ann. 1,Type,2.0
103,Ann. 2,LedePres,2.0
103,Ann. 2,HeadAcc1,3.0
103,Ann. 2,ArtBias,2.0
104,Ann. 3,NegTarg1,1.0
104,Ann. 1,NegTarg1,1.0
104,Ann. 3,LedePres,1.0
104,Ann. 1,LedePres,1.0
104,Ann. 3,HeadAcc1,4.0
104,Ann. 1,HeadAcc1,4.0
104,Ann. 1,ArtBias,4.0
104,Ann. 1,SensLang,4.0
104,Ann. 1,NegTarg2,[]
104,Ann. 3,NegTarg2,[]
104,Ann. 3,SensLang,4.0
104,Ann. 1,Type,1.0
104,Ann. 3,Type,1.0
104,Ann. 3,ArtBias,4.0
105,Ann. 3,ArtBias,4.0
105,Ann. 1,Type,1.0
105,Ann. 3,Type,1.0
105,Ann. 3,SensLang,4.0
105,Ann. 1,SensLang,4.0
105,Ann. 1,NegTarg1,1.0
105,Ann. 3,NegTarg1,1.0
105,Ann. 1,HeadAcc1,4.0
105,Ann. 3,HeadAcc1,4.0
105,Ann. 1,LedePres,2.0
105,Ann. 1,ArtBias,4.0
105,Ann. 3,LedePres,1.0
105,Ann. 3,NegTarg2,[]
105,Ann. 1,NegTarg2,[]
106,Ann. 3,LedePres,1.0
106,Ann. 1,LedePres,2.0
106,Ann. 3,Type,1.0
106,Ann. 1,Type,1.0
106,Ann. 1,NegTarg1,1.0
106,Ann. 1,SensLang,4.0
106,Ann. 3,SensLang,4.0
106,Ann. 3,NegTarg2,[]
106,Ann. 1,NegTarg2,[]
106,Ann. 3,HeadAcc1,4.0
106,Ann. 3,NegTarg1,1.0
106,Ann. 1,HeadAcc1,4.0
106,Ann. 3,ArtBias,4.0
106,Ann. 1,ArtBias,3.0
107,Ann. 2,HeadAcc1,3.0
107,Ann. 3,HeadAcc1,4.0
107,Ann. 1,ArtBias,3.0
107,Ann. 2,ArtBias,4.0
107,Ann. 3,ArtBias,4.0
107,Ann. 3,NegTarg1,1.0
107,Ann. 1,LedePres,1.0
107,Ann. 2,LedePres,1.0
107,Ann. 2,SensLang,4.0
107,Ann. 3,SensLang,4.0
107,Ann. 1,SensLang,4.0
107,Ann. 3,LedePres,1.0
107,Ann. 2,NegTarg1,1.0
107,Ann. 1,Type,3.0
107,Ann. 2,Type,1.0
107,Ann. 3,Type,1.0
107,Ann. 1,HeadAcc1,3.0
107,Ann. 1,NegTarg2,[]
107,Ann. 2,NegTarg2,[]
107,Ann. 3,NegTarg2,[]
107,Ann. 1,NegTarg1,1.0
108,Ann. 3,NegTarg1,1.0
108,Ann. 1,NegTarg1,1.0
108,Ann. 3,LedePres,1.0
108,Ann. 1,LedePres,1.0
108,Ann. 3,SensLang,4.0
108,Ann. 1,SensLang,4.0
108,Ann. 3,ArtBias,4.0
108,Ann. 1,ArtBias,4.0
108,Ann. 1,HeadAcc1,4.0
108,Ann. 3,NegTarg2,[]
108,Ann. 3,Type,1.0
108,Ann. 1,Type,1.0
108,Ann. 3,HeadAcc1,4.0
108,Ann. 1,NegTarg2,[]
109,Ann. 3,ArtBias,4.0
109,Ann. 2,ArtBias,4.0
109,Ann. 3,LedePres,1.0
109,Ann. 2,LedePres,2.0
109,Ann. 2,HeadAcc1,4.0
109,Ann. 3,HeadAcc1,4.0
109,Ann. 2,SensLang,4.0
109,Ann. 2,Type,1.0
109,Ann. 3,Type,1.0
109,Ann. 3,SensLang,4.0
109,Ann. 3,NegTarg1,1.0
109,Ann. 2,NegTarg1,1.0
109,Ann. 2,NegTarg2,[]
109,Ann. 3,NegTarg2,[]
110,Ann. 1,HeadAcc1,4.0
110,Ann. 2,HeadAcc1,4.0
110,Ann. 2,NegTarg2,[]
110,Ann. 1,NegTarg2,[]
110,Ann. 2,SensLang,4.0
110,Ann. 1,NegTarg1,1.0
110,Ann. 1,Type,1.0
110,Ann. 2,NegTarg1,1.0
110,Ann. 1,SensLang,4.0
110,Ann. 2,Type,1.0
110,Ann. 1,LedePres,2.0
110,Ann. 2,LedePres,2.0
110,Ann. 2,ArtBias,4.0
110,Ann. 1,ArtBias,4.0
111,Ann. 3,ArtBias,4.0
111,Ann. 2,NegTarg1,1.0
111,Ann. 3,NegTarg1,1.0
111,Ann. 3,HeadAcc1,4.0
111,Ann. 2,NegTarg2,[]
111,Ann. 3,NegTarg2,[]
111,Ann. 2,ArtBias,3.0
111,Ann. 2,HeadAcc1,4.0
111,Ann. 3,LedePres,2.0
111,Ann. 2,SensLang,3.0
111,Ann. 2,LedePres,1.0
111,Ann. 3,Type,1.0
111,Ann. 2,Type,1.0
111,Ann. 3,SensLang,4.0
112,Ann. 3,ArtBias,4.0
112,Ann. 1,ArtBias,4.0
112,Ann. 1,HeadAcc1,2.0
112,Ann. 3,HeadAcc1,2.0
112,Ann. 1,NegTarg1,1.0
112,Ann. 3,NegTarg1,1.0
